protein,type,meas,coef,wald,fdr
HSD17B11,-2.0,5.0,-1.14853754098,0.144288849466,0.23205804903111349
SLC41A3,2.0,12.0,0.745078466652,0.144291472541,0.23205804903111349
PRRC2A,2.0,13.0,0.710492097871,0.14438723669,0.23212570628864468
ZCCHC8,2.0,6.0,1.02769952505,0.144536107706,0.23227865933566746
LUC7L3,2.0,16.0,0.660970234187,0.144607627241,0.23230723618090954
MRPS33,2.0,19.0,0.604877910682,0.144894446804,0.23259513313507563
KIF3B,2.0,12.0,0.748257884843,0.144886530826,0.23259513313507563
TYK2,2.0,15.0,0.686376348395,0.145184588651,0.23297437889349396
GRAMD1A,2.0,9.0,0.848144311549,0.145264556216,0.23301620650211324
UNC93B1,2.0,17.0,0.634792236628,0.145451471525,0.23322949236029411
RAI14,2.0,17.0,0.628228583893,0.145533576841,0.23327462094239343
PPIL4,-2.0,5.0,-1.09325438778,0.145592090019,0.23328191443764287
RPL23,2.0,9.0,0.85438660262,0.145662429181,0.23330814425739591
SKIV2L,2.0,13.0,-0.719075182816,0.145933118577,0.23365513763309773
JUNB,2.0,17.0,0.649361486853,0.146049573846,0.23375501952506522
HIST1H1D,2.0,17.0,-0.619563910855,0.146465708576,0.23433429243980713
WDR81,2.0,5.0,1.10646665895,0.146803062338,0.23470031009080972
CENPF,2.0,19.0,0.597484687788,0.146794988898,0.23470031009080972
TRAPPC10,2.0,8.0,0.884327715993,0.147361182079,0.23550550466822273
NCOR2,2.0,9.0,0.844397184548,0.147715591513,0.23598466449095176
CLIP1,2.0,7.0,0.950459304071,0.148405390181,0.23699907711649942
PES1,2.0,5.0,1.12618043084,0.148914934196,0.2376837100487986
HAUS3,2.0,11.0,0.773957754531,0.148999040998,0.2376837100487986
C14orf159,2.0,5.0,-1.11589729371,0.148952353597,0.2376837100487986
PPTC7,2.0,8.0,0.899320581343,0.149162504238,0.2378566970930214
IRAK1,2.0,15.0,0.66541455118,0.149405528095,0.23815637830172998
BGN,2.0,11.0,0.76193822329,0.149806510549,0.23870753597632902
PTEN,-2.0,10.0,-0.801890088358,0.150527413493,0.23971327793126473
SAMD9L,2.0,12.0,0.724525663673,0.150548588846,0.23971327793126473
MTHFD1L,-2.0,6.0,-1.03488715734,0.150656191421,0.23975801785277198
GFM2,-2.0,6.0,-1.0280301044,0.150687609185,0.23975801785277198
STAG1,2.0,19.0,0.585019145086,0.151010152735,0.24018281466935379
DHX35,2.0,6.0,0.983022502137,0.151090760276,0.24022263945394823
CARD16,-2.0,5.0,-1.08405787892,0.151180906331,0.2402775948779669
NLN,-2.0,5.0,-1.08179038491,0.15168469325,0.2409011494929118
CNN1,2.0,17.0,0.62536017015,0.151632992339,0.2409011494929118
SVIL,2.0,6.0,1.01361565032,0.151849870643,0.24107491398744024
ASCC1,2.0,7.0,0.95135645598,0.152000443097,0.24122537280004636
LTBP3,2.0,7.0,-0.926874745666,0.152083962217,0.24126934629821994
LMAN1,-2.0,8.0,-0.89618519393,0.152300725309,0.24152459116305602
CLCC1,2.0,6.0,1.01358321942,0.15260569138,0.24191947335341185
HUWE1,2.0,8.0,0.877126201349,0.153016289573,0.24248145887932387
FCGR2B,2.0,19.0,-0.565214896849,0.153230977632,0.24273269194011945
C12orf4,2.0,15.0,0.664839782814,0.153648284558,0.24330459126086923
PYGO2,2.0,25.0,0.527204002923,0.153874256775,0.24357320103913341
PLTP,2.0,18.0,0.606544917244,0.154075156106,0.24380193991502255
VPS37A,-2.0,19.0,-0.58741110797,0.154528061604,0.24433972579189753
EIF2B5,2.0,50.0,0.408670329721,0.154497821376,0.24433972579189753
SEMA4B,2.0,11.0,0.745880746309,0.154849282186,0.24457926448269279
QKI,-2.0,7.0,0.940268606096,0.154838206541,0.24457926448269279
SF3A3,2.0,20.0,0.569791546217,0.154780420133,0.24457926448269279
TRAPPC5,2.0,8.0,0.882429289456,0.156433862296,0.24699181399114845
CLU,-2.0,23.0,-0.522679635194,0.15706163116,0.24780198230114667
C18orf8,2.0,7.0,0.922557183631,0.157041938748,0.24780198230114667
WTAP,-2.0,8.0,-0.878667113964,0.157424858019,0.2481938954106408
FARP2,2.0,7.0,0.939147361806,0.157371648735,0.2481938954106408
LUC7L,2.0,7.0,0.923450705589,0.158440929092,0.24956324948048775
TNFAIP8L2,2.0,29.0,-0.47836520412,0.158379845328,0.24956324948048775
AES,-2.0,5.0,-1.09745339746,0.158466601856,0.24956324948048775
NEBL,2.0,8.0,0.888888433228,0.15863175277,0.2496848419183694
CPN2,2.0,39.0,0.438904618641,0.158659324717,0.2496848419183694
PKLR,2.0,22.0,-0.547028892383,0.1587210572,0.24969109544181187
GSTM3,2.0,6.0,1.00476042457,0.158852318023,0.24980668272589607
NOL11,2.0,17.0,0.609369066162,0.159301591466,0.25042210178488672
SEC14L2,2.0,5.0,1.07801265055,0.159512831442,0.25066302083692177
THOP1,-2.0,10.0,-0.781677329264,0.160052578085,0.25130850492876294
PPP2R3A,2.0,14.0,0.674171047559,0.16009799273,0.25130850492876294
SMCHD1,2.0,7.0,0.932067191947,0.159999369842,0.25130850492876294
SUPT4H1,2.0,9.0,0.844707222096,0.160389764092,0.25167511802827669
PCNP,2.0,7.0,0.926952662898,0.160609352049,0.25190850547779892
APOM,2.0,12.0,0.714653425525,0.160655042702,0.25190850547779892
PEBP1,2.0,8.0,0.878741778532,0.160763572028,0.25198728131924192
RALGPS2,2.0,18.0,0.584938874962,0.160941916085,0.25208402291155912
AMPD2,2.0,7.0,0.937758240693,0.160886213877,0.25208402291155912
TAPBP,2.0,9.0,0.809019404122,0.161090672515,0.25213431472987363
SMARCA2,2.0,14.0,0.665817031098,0.161080900678,0.25213431472987363
ASRGL1,2.0,5.0,1.10689857582,0.161619861612,0.2528710321208672
ERBB2IP,-2.0,5.0,-1.07487660599,0.162318281754,0.25387190015317707
GBP4,2.0,9.0,0.797454181089,0.16248702517,0.2539520642837112
EVI5L,2.0,7.0,0.917324462827,0.162457194475,0.2539520642837112
IDO1,2.0,10.0,0.772710157305,0.162934422884,0.2545592736269518
NCBP2,2.0,37.0,0.444733427015,0.16302904388,0.25461508551014617
TP53BP2,2.0,20.0,0.560593839508,0.163189714242,0.25477397423989051
RBBP9,2.0,8.0,0.834979316667,0.164002588453,0.25589135692870674
SS18,2.0,10.0,0.768217064476,0.164023814492,0.25589135692870674
AKR1C2,2.0,14.0,0.650036038665,0.164941093128,0.25713679970888353
S100A9,2.0,29.0,-0.465037212374,0.164890813523,0.25713679970888353
PKP4,2.0,12.0,0.699711699507,0.165179879512,0.25741622895779942
MUC1,2.0,29.0,0.464472708327,0.165570204415,0.25793152925689355
INADL,2.0,12.0,0.692817198052,0.166154177459,0.25874802203074043
IFI44,2.0,7.0,0.903514093918,0.166478773381,0.25906686008816876
ISG20,2.0,8.0,0.84951419961,0.166428427936,0.25906686008816876
RPS24,2.0,14.0,0.655835542547,0.166802040737,0.25947651029305124
FGD4,2.0,17.0,0.611159393438,0.167583243782,0.26059797225447773
COMMD2,2.0,29.0,0.481544531212,0.168873853843,0.26251048909097757
UQCR10,2.0,6.0,0.972603841469,0.168990208488,0.2625969343255003
ENY2,2.0,62.0,0.346358435274,0.169797705682,0.26375691040695082
BOD1,2.0,5.0,1.06358812985,0.169881675485,0.26379255859231732
HSBP1,-2.0,6.0,-0.966726156827,0.170902253543,0.26528202587720512
ARFGAP3,-2.0,7.0,-0.908250840011,0.171106027362,0.26550299938485916
TRAFD1,2.0,10.0,0.762875939231,0.171220231296,0.26558487976048734
SEC11A,2.0,9.0,0.79579959099,0.171470975778,0.26587841760698466
RAP1B,2.0,10.0,0.757488736565,0.171657821904,0.26588203657791681
SNW1,2.0,6.0,0.967543424428,0.171616346491,0.26588203657791681
SPATA5L1,-2.0,5.0,-1.06736825693,0.171648593276,0.26588203657791681
FAU,2.0,7.0,0.895502956282,0.171791053164,0.26599309556798884
ELP2,2.0,8.0,0.817684468077,0.17247341876,0.26685847863219403
MXRA7,2.0,16.0,0.602402597613,0.172415718946,0.26685847863219403
DENR,2.0,6.0,0.973870893256,0.172733147866,0.26716472208434688
DMTN,-2.0,14.0,-0.630988706249,0.173162665589,0.26773326299704908
AGRN,2.0,8.0,0.833202657159,0.173407938812,0.26784177810375687
ERAP1,-2.0,6.0,-0.961846586868,0.173418722395,0.26784177810375687
COL6A6,2.0,15.0,0.631633869285,0.173329469103,0.26784177810375687
EFCAB14,2.0,13.0,0.66589977943,0.17421474014,0.26897511486654085
SRSF2,2.0,18.0,0.563769195984,0.174837417492,0.26977188214831943
GPSM3,2.0,12.0,0.690049845781,0.174855612718,0.26977188214831943
TJP3,-2.0,5.0,-1.0663940409,0.175203195931,0.27021170745990203
CECR1,2.0,5.0,-1.03900847719,0.175721889822,0.27091502485775831
ANXA9,2.0,35.0,0.412944898041,0.175879662831,0.27099207097157141
NOL7,2.0,19.0,0.563473116586,0.175897235981,0.27099207097157141
DDX39B,2.0,13.0,0.661460858593,0.176907883747,0.2724520062124135
HMGN3,2.0,6.0,0.935356661361,0.177439254096,0.27317303969313161
CROT,2.0,7.0,0.893334317361,0.177692870073,0.273466100863682
MRPS28,2.0,29.0,0.453476423385,0.178049852555,0.27391797601307732
MKLN1,2.0,15.0,0.603888202827,0.178554428586,0.27459651183778405
THBS3,2.0,29.0,0.456038993801,0.178654653988,0.27465294067883439
ATR,2.0,14.0,0.644519558149,0.178807191311,0.27478972201856428
C19orf52,2.0,20.0,0.540137354627,0.178977959546,0.2749544133318223
ARPC5,2.0,23.0,0.496288942953,0.179266314723,0.27522175982667307
MFAP2,2.0,7.0,0.875131159363,0.179279314289,0.27522175982667307
CDK6,2.0,10.0,-0.757775093895,0.179844941188,0.27599207694560884
DNTTIP2,2.0,6.0,0.958944977693,0.180105784824,0.27629428949437534
PECR,2.0,6.0,0.938461912242,0.180367480669,0.27649951025983521
FAH,2.0,11.0,0.703967249644,0.180305315232,0.27649951025983521
REEP4,-2.0,13.0,-0.657691435008,0.180851184853,0.27714274091503766
ALG9,2.0,7.0,0.876856041849,0.180953332285,0.27720101186039098
SLC39A7,2.0,9.0,-0.775603022263,0.181330021771,0.27767966139423161
DDX27,2.0,19.0,0.542104710111,0.181970334605,0.27856152850467641
EIF1AX,2.0,5.0,1.05462567138,0.182338268851,0.2790259597319667
CCDC22,2.0,9.0,0.780321410564,0.182834672279,0.27960998070375659
SMAD4,-2.0,6.0,-0.943436730631,0.182849274913,0.27960998070375659
DAZAP1,-2.0,12.0,-0.673276853298,0.183457680495,0.28044114313318858
THNSL1,2.0,5.0,1.03819572438,0.183629130575,0.28060400546973097
RAB43,2.0,13.0,0.658003966015,0.183720463493,0.28064436879134352
IFI44L,2.0,6.0,0.906714843886,0.185384865224,0.28308681468147173
CDC42BPB,2.0,6.0,0.912387674126,0.186051342862,0.28400422146639887
NDUFB7,2.0,25.0,-0.492238201886,0.186472991096,0.28454738457673223
MSRA,-2.0,18.0,-0.551936517004,0.18737904405,0.28572825658855466
TDRKH,2.0,30.0,0.422198604801,0.187313218891,0.28572825658855466
KANK2,2.0,17.0,0.571648791983,0.187715125715,0.28608732939923281
ACP5,2.0,8.0,0.830597440838,0.18774687798,0.28608732939923281
TUBB3,-2.0,8.0,-0.804604967948,0.187818914799,0.2860962539386227
IGF2BP3,2.0,6.0,0.905560132794,0.188374471667,0.28674043697728263
CAP2,2.0,28.0,0.456483301641,0.188321191791,0.28674043697728263
MPDZ,-2.0,5.0,-1.02478522239,0.189006877655,0.28760180644294142
PKP3,-2.0,6.0,-0.92184304219,0.189085266433,0.2876198475678432
CDH6,2.0,12.0,0.655956464562,0.189612891725,0.28832097464925799
DPM1,2.0,24.0,0.479657853021,0.189706076731,0.28836124110634825
PIP5K1C,2.0,5.0,1.02812757231,0.189874707882,0.28851612027237417
CYFIP1,-2.0,8.0,-0.823315045689,0.19022785628,0.28895116749745814
EZH2,2.0,15.0,0.607047179311,0.19122501055,0.29026184010037509
PIGR,2.0,16.0,0.5769900178,0.19117973165,0.29026184010037509
PRKD1,2.0,5.0,0.982096194908,0.191340116866,0.29033461748365869
NDUFA13,2.0,16.0,-0.597236453524,0.19182483996,0.2909679940863904
GALNS,-2.0,8.0,-0.81368742931,0.191931958563,0.29102836087916067
HIST2H2BF,2.0,30.0,0.427382579202,0.192418423388,0.29166369014951021
C9,2.0,13.0,-0.643624177248,0.192637663853,0.29189366310388931
LMNB2,-2.0,11.0,-0.694181389521,0.192968551886,0.29229258928006491
NDUFB10,2.0,5.0,0.994294446957,0.193075813844,0.29235262460552447
UBE2J1,2.0,7.0,0.847840906161,0.193178254903,0.29240532070879111
PLEKHA2,-2.0,5.0,-0.99870976997,0.193321401211,0.29251957208085527
CARHSP1,2.0,5.0,1.03039479184,0.193607288075,0.29284965232691784
TRIM47,2.0,20.0,0.522499582205,0.193901622395,0.29319227478540311
NOL6,2.0,5.0,1.01280602065,0.194676697392,0.29418893159750076
ATP6AP1,2.0,14.0,0.624181199229,0.19469686174,0.29418893159750076
EIF1AD,2.0,7.0,0.857243013475,0.195020858562,0.29445658979202455
PTN,2.0,21.0,0.528134372115,0.195078342162,0.29445658979202455
FBXO22,2.0,6.0,0.91784735727,0.194946310872,0.29445658979202455
CAPN1,2.0,7.0,0.850841687972,0.195542435978,0.29505408402506073
COL1A2,2.0,12.0,-0.653241361362,0.19562105599,0.29506972262533809
NFIA,2.0,12.0,0.65791321196,0.196193580346,0.29583008295609836
DENND3,2.0,73.0,0.329483543586,0.196398958196,0.29602570244930837
POLR3C,2.0,29.0,0.439004698255,0.196460268408,0.29602570244930837
KIAA1468,-2.0,8.0,-0.792594949622,0.196781071341,0.29640577400922952
BRD9,2.0,22.0,0.494711881707,0.197241195444,0.29699536325474069
ACAA2,-2.0,5.0,-1.00842725108,0.197989650532,0.29801854430669289
MINPP1,-2.0,6.0,-0.908547233067,0.198735953284,0.29903777446771573
MGST1,2.0,16.0,0.580805610107,0.199163048067,0.29957615058997372
GULP1,2.0,10.0,0.709923575937,0.199559824285,0.30006856361130629
DPH6,-2.0,5.0,-0.973579074137,0.19962929349,0.30006864942894801
CYTH1,2.0,11.0,0.681443369376,0.199709035067,0.30008417052306446
MRPS36,-2.0,11.0,-0.692156403707,0.199863486526,0.30010762495664522
UNC13D,2.0,20.0,-0.515273229951,0.199815117399,0.30010762495664522
SUN1,2.0,6.0,0.921983856083,0.200041040589,0.30026993696699766
EIF3M,2.0,9.0,0.748725787194,0.200195740136,0.30039784262682895
ARHGAP4,2.0,13.0,0.629471291715,0.200308004437,0.30046200665548423
ANLN,2.0,5.0,0.972877597835,0.200743113967,0.30101022604176958
CLIC5,2.0,11.0,0.674771239435,0.200821492352,0.30102333961103495
ELMO2,2.0,15.0,0.577533563646,0.201201853601,0.30144074843972157
EIF3J,-2.0,7.0,-0.849628602769,0.201239417071,0.30144074843972157
FOLR2,2.0,17.0,-0.548657742476,0.201532895056,0.30151765894519683
LPIN1,2.0,7.0,0.845095555008,0.201639498499,0.30151765894519683
VPS33B,2.0,14.0,0.582601809044,0.201635284532,0.30151765894519683
STRN,2.0,5.0,0.977253914214,0.201378659804,0.30151765894519683
ITGAV,2.0,11.0,0.677319819947,0.201494457593,0.30151765894519683
RABGGTB,2.0,7.0,0.850198817182,0.202014228753,0.30186917072152991
COL6A2,2.0,7.0,0.843589255124,0.201998802643,0.30186917072152991
NMNAT3,2.0,20.0,0.521317222899,0.202172101035,0.30191702206669963
FAP,2.0,7.0,0.823518649034,0.202255770508,0.30191702206669963
PPP1CB,2.0,9.0,0.743135041374,0.202226940079,0.30191702206669963
MAU2,2.0,15.0,0.597822274427,0.202546835295,0.30224714151841203
RBM19,2.0,7.0,0.838564636706,0.202723218469,0.3024059604695058
PIEZO1,-2.0,5.0,-0.96593205184,0.202818827393,0.30244421897915486
VCAN,-2.0,7.0,-0.818393779244,0.203762553558,0.30374673070027175
CCS,2.0,11.0,0.665333980562,0.203948846221,0.3037582217127463
MYLK,2.0,10.0,0.702709889372,0.203973607844,0.3037582217127463
XPR1,2.0,25.0,0.463551966163,0.203981058902,0.3037582217127463
PSMC5,2.0,17.0,0.541370570508,0.204148843299,0.3039033917285851
RPS17,2.0,11.0,0.661375235632,0.204297040187,0.30392077216502184
PTER,2.0,6.0,0.908831095874,0.204307182563,0.30392077216502184
DSP,2.0,20.0,0.517040718176,0.204371428333,0.30392077216502184
LYRM1,2.0,5.0,0.98879330495,0.204568766286,0.30410962058339219
DOCK4,2.0,15.0,-0.583499432227,0.20479949443,0.30434795958101324
S100A14,2.0,31.0,0.411482499534,0.206422931518,0.30665509723457995
TRA2A,2.0,5.0,0.964890652931,0.206511078471,0.30668065689865731
GPX4,-2.0,12.0,-0.637651309229,0.207254609709,0.30767914758699627
APOD,2.0,41.0,0.38120445123,0.208610539938,0.30958577554112843
TF,2.0,13.0,0.617904100241,0.209424974572,0.3106877711300397
NDNL2,-2.0,8.0,-0.772872222864,0.209579090348,0.3108097453079402
UQCRB,2.0,52.0,0.336307165232,0.209883439215,0.31115435793103263
CYBA,-2.0,8.0,-0.764317111523,0.210473928684,0.31192279523528182
SIAE,2.0,7.0,0.820795105935,0.211050205437,0.3126696497955454
RTCA,2.0,7.0,0.821283670257,0.211359107754,0.31302001466924267
INTS10,-2.0,20.0,-0.488555240422,0.211448916301,0.31304577574359371
RPUSD2,-2.0,6.0,-0.893628068735,0.212187509967,0.31392467781068223
PRAF2,2.0,8.0,0.776652303092,0.212187811372,0.31392467781068223
ATP8B1,-2.0,6.0,-0.895839201722,0.212358793542,0.31396274435116578
CTU2,-2.0,7.0,-0.831918732912,0.212308930992,0.31396274435116578
ACP6,2.0,29.0,0.426808896921,0.213097066849,0.31494653674764711
FAM98A,2.0,5.0,0.977622799358,0.213301758252,0.31514131952256053
VSNL1,2.0,5.0,-0.974833000116,0.213451186564,0.31525434899716903
MGME1,2.0,5.0,0.960483782638,0.2139896269,0.31594165201100399
TPBG,2.0,6.0,0.880493381647,0.21435231739,0.31636909118415152
CPA3,2.0,21.0,0.512114089782,0.215034456983,0.31715931679895126
MYL6B,2.0,6.0,0.857330952401,0.214969514957,0.31715931679895126
ATL2,2.0,6.0,0.889026714877,0.21534628919,0.3174827964559423
UTP11L,2.0,20.0,0.494426557396,0.215400657415,0.3174827964559423
HSPA14,2.0,6.0,0.862830703119,0.215738666798,0.31787261641721726
ERLEC1,2.0,8.0,0.74504009575,0.215948261996,0.31807302780568514
WWOX,-2.0,8.0,-0.7627673299,0.21618012136,0.31830608468713623
MRPS15,2.0,18.0,0.525811546545,0.216571790625,0.31861492114571416
NOP16,2.0,5.0,0.968927839809,0.216610976925,0.31861492114571416
GGH,2.0,22.0,0.474264521383,0.216531042898,0.31861492114571416
LANCL1,2.0,5.0,0.954309221393,0.216872944433,0.31878331818628808
ISCU,2.0,6.0,0.878488847156,0.216843654793,0.31878331818628808
ATP1A1,2.0,9.0,0.719668872164,0.217249509346,0.31922828990528085
TTC39B,-2.0,5.0,-0.94853889048,0.217893713957,0.32002376575676078
NDUFAF2,-2.0,6.0,-0.873334082688,0.217938923523,0.32002376575676078
HMHA1,-2.0,12.0,0.607817871572,0.218330154193,0.32048939102789831
PTGIS,2.0,22.0,-0.465443980132,0.219225654795,0.32169467266689256
INTS4,2.0,30.0,0.411698473806,0.219564647338,0.32199072515163024
ITFG2,2.0,21.0,0.485268588632,0.219576372368,0.32199072515163024
COX6A1,2.0,6.0,0.875634452346,0.220372247825,0.32304822900967323
HERC2,-2.0,8.0,-0.753493462688,0.220714762545,0.32333675885619723
NPL,2.0,21.0,-0.473478297808,0.220718661898,0.32333675885619723
INTS9,-2.0,16.0,-0.530423819076,0.221636199773,0.32457089824504454
SSBP3,2.0,13.0,0.591841551894,0.221972586103,0.32495343370170943
GPR108,2.0,5.0,0.954977972577,0.222118130779,0.32505642496921894
TRMT2A,2.0,9.0,0.700894425766,0.222721428124,0.32582901312360008
TINAGL1,2.0,10.0,0.676604003645,0.222916753546,0.32600444031746467
GMEB2,2.0,21.0,0.475565776811,0.223126602285,0.3262009812905059
SORT1,2.0,7.0,0.804355794573,0.223248166411,0.32626836490727035
MRPS21,2.0,28.0,0.422717528474,0.223860253329,0.32693194153721877
SRPK1,2.0,10.0,0.677805945623,0.223792236214,0.32693194153721877
FMR1,2.0,8.0,0.758839060529,0.223929095279,0.32693194153721877
RRS1,2.0,23.0,0.454141626679,0.224221575662,0.32713799243496194
CDV3,2.0,12.0,0.627694290165,0.224155306956,0.32713799243496194
LPCAT4,-2.0,5.0,-0.950297904628,0.224461664896,0.32737779262727029
ARSB,-2.0,5.0,-0.941393172936,0.224641761949,0.32752996185707411
HIST4H4,2.0,16.0,-0.538158549658,0.224979421354,0.32791167852746061
WDR44,2.0,5.0,0.9453328105,0.225055957749,0.32791267453688733
EIF2S3,2.0,6.0,-0.858503589582,0.22617241606,0.32942835398552539
RPL13,-2.0,8.0,0.749588515019,0.226305499985,0.32951117427944049
UBL7,2.0,6.0,-0.865455995456,0.226752092702,0.33005026826573169
ZNF664,2.0,6.0,0.854133527277,0.227097599984,0.33044191340599249
MARC2,2.0,21.0,-0.473670342145,0.227497574547,0.33091252179163194
TRIM27,2.0,14.0,0.571921972554,0.228010760656,0.33154743300238304
GOLT1B,2.0,13.0,0.600364771249,0.228087476011,0.33154746428932091
CSRP1,2.0,18.0,0.506707543571,0.228287418119,0.33172655748799673
RFC2,2.0,6.0,0.860448834942,0.228564844941,0.33201808624980356
NAV1,2.0,14.0,0.58143219325,0.229187604262,0.33281088788125368
CHI3L1,2.0,18.0,0.502640887534,0.230397654347,0.33445569501018296
MTOR,2.0,6.0,0.837680059532,0.2310781736,0.33533096491252501
RNF126,-2.0,5.0,-0.928047938941,0.231339856064,0.33559805294103784
PCYOX1L,2.0,5.0,0.924963666662,0.231915352202,0.3363200495027886
NT5C3A,2.0,5.0,0.931068347402,0.232329654234,0.33676614330304838
MRC2,2.0,18.0,0.494486165402,0.232378766013,0.33676614330304838
ACSF3,-2.0,8.0,-0.749450821131,0.232870654979,0.33736589861724037
RAD1,2.0,9.0,0.686244328678,0.233486860275,0.33803204854886842
TOR4A,2.0,5.0,0.9095185001,0.233470898578,0.33803204854886842
FAM107B,2.0,5.0,0.91935195909,0.235100675286,0.34025450929382206
CNBP,2.0,14.0,0.56996235308,0.235227010572,0.34032341589724252
SMYD2,2.0,14.0,0.572446295522,0.23588642609,0.34116327199273289
APRT,-2.0,8.0,-0.734257309651,0.236347182975,0.34171534180563601
MKNK1,2.0,13.0,0.593003881052,0.236563059703,0.34191310835737937
DAPK3,2.0,5.0,0.943152059089,0.237222046768,0.34263645445375579
SH3PXD2B,2.0,5.0,0.921057550062,0.23717410565,0.34263645445375579
RPL36,2.0,6.0,0.847150082899,0.237494027576,0.34291472318398519
PRDX4,2.0,6.0,0.835563733114,0.238110947157,0.34369069267426189
NGDN,2.0,6.0,0.806272559448,0.238223077647,0.34373777191867544
DYSF,2.0,5.0,0.922972461898,0.238382282773,0.34385272219823776
EXOC2,2.0,24.0,0.439794944729,0.238889249291,0.34440727282203853
AFTPH,2.0,8.0,0.716544295978,0.238926072448,0.34440727282203853
MALT1,-2.0,6.0,0.844112815571,0.23971786942,0.34543344983426932
MRPS12,2.0,20.0,0.472665064169,0.239927447745,0.34562024545258052
TARDBP,2.0,6.0,0.818211119513,0.240273574793,0.34600355224141705
MRPL40,2.0,9.0,0.690342458704,0.2404247691,0.34610598628648198
NCAM1,2.0,7.0,0.770341436823,0.241338675017,0.34730595609110915
SNRPN,-2.0,9.0,0.685987063733,0.241561916327,0.3475108230327591
NRF1,2.0,16.0,0.516373653952,0.241641807549,0.3475108230327591
CHCHD3,2.0,27.0,0.415544517926,0.241967153698,0.34786298817371641
C3orf17,2.0,11.0,0.628902346036,0.242705636736,0.34869274430380631
FCGR1A,2.0,27.0,-0.404484646797,0.242679631241,0.34869274430380631
EXOC8,2.0,25.0,0.415528146103,0.243690253052,0.34987478045325637
