gene,set
TPM4,GATA3
TRIM25,GATA3
TRIM37,GATA3
TSC22D3,GATA3
TSKU,GATA3
TSPAN3,GATA3
TSPYL4,GATA3
TTC8,GATA3
TTN,GATA3
TUFT1,GATA3
TXNIP,GATA3
UBE2H,GATA3
UBP1,GATA3
UGCG,GATA3
USP3,GATA3
USP32,GATA3
UVRAG,GATA3
VEGFC,GATA3
VPS54,GATA3
VSTM2L,GATA3
VTCN1,GATA3
WAC,GATA3
WDR74,GATA3
WDSUB1,GATA3
WEE1,GATA3
WIPI1,GATA3
WISP2,GATA3
WNT7B,GATA3
WRN,GATA3
WSB2,GATA3
YLPM1,GATA3
YPEL2,GATA3
YPEL5,GATA3
ZBTB43,GATA3
ZDHHC7,GATA3
ZFYVE1,GATA3
ZHX2,GATA3
ZMYND8,GATA3
ZNF281,GATA3
ZNF367,GATA3
ZNF436,GATA3
ZNF507,GATA3
ZNF703,GATA3
ZXDC,GATA3
ATXN1,GATA4
BAMBI,GATA4
C12ORF61,GATA4
CCNJ,GATA4
CHD1,GATA4
CLIP2,GATA4
CSRP2BP,GATA4
CTNNB1,GATA4
CXCL17,GATA4
CYP17A1,GATA4
DHRS3,GATA4
DHX40,GATA4
DUSP6,GATA4
E2F1,GATA4
ESRRG,GATA4
FBN2,GATA4
FLJ13197,GATA4
FOXP2,GATA4
GPR110,GATA4
H2AFY,GATA4
HESX1,GATA4
ICK,GATA4
IKZF2,GATA4
IL5,GATA4
KBTBD10,GATA4
KLF3,GATA4
KLHL13,GATA4
MAML3,GATA4
MBNL2,GATA4
MCM7,GATA4
MPP6,GATA4
MXI1,GATA4
MYLK,GATA4
MYO18A,GATA4
NFIB,GATA4
NIPBL,GATA4
NKX2-5,GATA4
NOS3,GATA4
NPPB,GATA4
PAK1,GATA4
PCF11,GATA4
PIAS1,GATA4
PIK3R1,GATA4
PRKAG1,GATA4
RCN1,GATA4
RNF43,GATA4
SLC12A8,GATA4
SLC13A1,GATA4
SLC26A9,GATA4
SLC7A1,GATA4
SMAD3,GATA4
SOX6,GATA4
STAG2,GATA4
TBX6,GATA4
TIAL1,GATA4
USP32,GATA4
YWHAG,GATA4
ZBTB8OS,GATA4
ZEB2,GATA4
ZIC2,GATA4
APOA1,GATA6
C10ORF140,GATA6
C20ORF112,GATA6
CYP17A1,GATA6
DAB2,GATA6
DKK1,GATA6
EDN1,GATA6
EHF,GATA6
FLJ39739,GATA6
FOS,GATA6
FOXK2,GATA6
GGNBP2,GATA6
HIST2H2AC,GATA6
HIST3H2A,GATA6
HNF1B,GATA6
HNF4A,GATA6
HOXB2,GATA6
ING1,GATA6
NIN,GATA6
PARP6,GATA6
PI4KB,GATA6
PLEKHA6,GATA6
POU2F1,GATA6
RARB,GATA6
SATB2,GATA6
SCNN1A,GATA6
SH3GL3,GATA6
SIX1,GATA6
SVIL,GATA6
TOPBP1,GATA6
TRERF1,GATA6
YWHAB,GATA6
SIRT1,HIC1
ACTL7B,HIF1A
ACTR1B,HIF1A
AKAP10,HIF1A
ALAS2,HIF1A
ALDOA,HIF1A
ALKBH5,HIF1A
ANGPTL4,HIF1A
ANKRD37,HIF1A
ANKZF1,HIF1A
ARHGAP5,HIF1A
ARID1B,HIF1A
BCL2L2,HIF1A
BHLHB2,HIF1A
BHLHB3,HIF1A
C11ORF30,HIF1A
C19ORF50,HIF1A
C1ORF27,HIF1A
C1ORF51,HIF1A
C2ORF42,HIF1A
C8ORF58,HIF1A
C9ORF30,HIF1A
CA9,HIF1A
CCNG2,HIF1A
CDK7,HIF1A
CECR5,HIF1A
CRKL,HIF1A
DARS,HIF1A
DDIT4,HIF1A
DDX50,HIF1A
DENND1A,HIF1A
DHCR7,HIF1A
DMXL1,HIF1A
DSP,HIF1A
DYNLL1,HIF1A
EGFR,HIF1A
EGLN3,HIF1A
ENO1,HIF1A
ERRFI1,HIF1A
FAM162A,HIF1A
FBL,HIF1A
FNTB,HIF1A
FUT11,HIF1A
GAPDH,HIF1A
GBE1,HIF1A
GDF15,HIF1A
GLTSCR2,HIF1A
GOLGA1,HIF1A
GPI,HIF1A
GRB10,HIF1A
HK2,HIF1A
INHA,HIF1A
INHBA,HIF1A
INSIG2,HIF1A
ITFG2,HIF1A
JUN,HIF1A
KIAA0195,HIF1A
LDHA,HIF1A
LONP1,HIF1A
LOX,HIF1A
LRP1,HIF1A
MAML1,HIF1A
MET,HIF1A
MIF,HIF1A
MLL5,HIF1A
MPI,HIF1A
MRPL14,HIF1A
MYL4,HIF1A
NARF,HIF1A
NAV1,HIF1A
NOL3,HIF1A
NR4A1,HIF1A
NUPL1,HIF1A
OXSR1,HIF1A
P4HA1,HIF1A
PDE4D,HIF1A
PFKFB3,HIF1A
PFKFB4,HIF1A
PGAM1,HIF1A
PGK1,HIF1A
PKM2,HIF1A
PLOD2,HIF1A
PNRC1,HIF1A
POU2F1,HIF1A
PPP1R3C,HIF1A
RAPGEF6,HIF1A
RASSF1,HIF1A
RDH11,HIF1A
RIT1,HIF1A
RSBN1,HIF1A
RUNX1,HIF1A
SAP30,HIF1A
SCD,HIF1A
SEC61G,HIF1A
SEMA4B,HIF1A
SERPINE1,HIF1A
SLC28A1,HIF1A
SLC2A1,HIF1A
SLC2A3,HIF1A
SLC31A1,HIF1A
SLC35E1,HIF1A
SLC6A19,HIF1A
SLC8A3,HIF1A
SMC2,HIF1A
SNAPC3,HIF1A
SOS1,HIF1A
SPAG4,HIF1A
SPRY1,HIF1A
SPTBN1,HIF1A
STAMBP,HIF1A
STC2,HIF1A
TFRC,HIF1A
TLR2,HIF1A
TM2D3,HIF1A
TMEM18,HIF1A
TMEM45A,HIF1A
TNFRSF10D,HIF1A
TNS1,HIF1A
TNS3,HIF1A
UTRN,HIF1A
VDAC1,HIF1A
VEGFA,HIF1A
VGLL4,HIF1A
VHL,HIF1A
VKORC1,HIF1A
WDR36,HIF1A
WDR54,HIF1A
WDR89,HIF1A
WSB1,HIF1A
YWHAG,HIF1A
ZFP36L1,HIF1A
ZNF395,HIF1A
TET2,HLF
ZNF423,HMX1
AFP,HNF1A
AKR1C4,HNF1A
ALB,HNF1A
CRP,HNF1A
CYP3A4,HNF1A
GPR39,HNF1A
IGF1,HNF1A
IGFBP1,HNF1A
INS,HNF1A
MIA2,HNF1A
MTTP,HNF1A
SLC22A10,HNF1A
SLC22A9,HNF1A
UGT1A10,HNF1A
UGT1A8,HNF1A
UGT1A9,HNF1A
UGT2B17,HNF1A
UGT2B7,HNF1A
ABAT,HNF4A
ABCC3,HNF4A
ABCC6,HNF4A
ABCD3,HNF4A
ACAT2,HNF4A
ACMSD,HNF4A
ACOT8,HNF4A
ACOX1,HNF4A
ACSL5,HNF4A
ACSM3,HNF4A
ADAM19,HNF4A
ADAMTS4,HNF4A
ADAT2,HNF4A
ADCY8,HNF4A
AFP,HNF4A
AGMAT,HNF4A
AGT,HNF4A
AGXT,HNF4A
AHCY,HNF4A
AHSG,HNF4A
AIG1,HNF4A
AKAP1,HNF4A
AKAP14,HNF4A
AKR1C4,HNF4A
ALAS1,HNF4A
ALDOB,HNF4A
ALG11,HNF4A
ANAPC5,HNF4A
ANG,HNF4A
ANKRD29,HNF4A
ANKS4B,HNF4A
AP1S3,HNF4A
APOA1,HNF4A
APOA2,HNF4A
APOA4,HNF4A
APOB,HNF4A
APOC3,HNF4A
APOM,HNF4A
ASAH2,HNF4A
ASGR1,HNF4A
ASGR2,HNF4A
ASH2L,HNF4A
ASPSCR1,HNF4A
ATP11A,HNF4A
ATP2B1,HNF4A
ATP7B,HNF4A
AURKA,HNF4A
B3GALT1,HNF4A
B3GALTL,HNF4A
B3GNT2,HNF4A
BAIAP2L2,HNF4A
BATF2,HNF4A
BCL2L1,HNF4A
BDH1,HNF4A
BEST1,HNF4A
BIRC6,HNF4A
BLCAP,HNF4A
BPIL1,HNF4A
BRCA1,HNF4A
BTNL8,HNF4A
C10ORF114,HNF4A
C14ORF73,HNF4A
C16ORF70,HNF4A
C16ORF73,HNF4A
C16ORF75,HNF4A
C1GALT1,HNF4A
C1QTNF5,HNF4A
C2,HNF4A
C20ORF26,HNF4A
C21ORF129,HNF4A
C3,HNF4A
C3ORF15,HNF4A
C3ORF32,HNF4A
C5ORF25,HNF4A
C5ORF4,HNF4A
CA5A,HNF4A
CACNG6,HNF4A
CAND1,HNF4A
CARHSP1,HNF4A
CASC5,HNF4A
CBLN3,HNF4A
CCDC142,HNF4A
CCL16,HNF4A
CCL20,HNF4A
CCR6,HNF4A
CD2BP2,HNF4A
CDC42BPA,HNF4A
CDK3,HNF4A
CDKN1A,HNF4A
CDS2,HNF4A
CEBPA,HNF4A
CES1,HNF4A
CFB,HNF4A
CFHR4,HNF4A
CHD2,HNF4A
CHST13,HNF4A
CHST3,HNF4A
CLASP1,HNF4A
CLDN14,HNF4A
CLIC1,HNF4A
CLRN3,HNF4A
CLSPN,HNF4A
CLTC,HNF4A
CMC1,HNF4A
CNNM2,HNF4A
CNNM3,HNF4A
CNOT1,HNF4A
COG5,HNF4A
CSPG4,HNF4A
CSTF1,HNF4A
CTAGE5,HNF4A
CTCFL,HNF4A
CTDSP1,HNF4A
CTGF,HNF4A
CTSH,HNF4A
CX3CL1,HNF4A
CXADR,HNF4A
CYP27A1,HNF4A
CYP2C8,HNF4A
CYP2C9,HNF4A
CYP2D6,HNF4A
CYP3A4,HNF4A
CYP7A1,HNF4A
CYP8B1,HNF4A
DENND1C,HNF4A
DHRS1,HNF4A
DHRS2,HNF4A
DHRS3,HNF4A
DIDO1,HNF4A
DLGAP4,HNF4A
DSCR8,HNF4A
EEF1B2,HNF4A
EFNA1,HNF4A
EIF6,HNF4A
EPB41,HNF4A
EPB41L2,HNF4A
EPHX2,HNF4A
EPO,HNF4A
EPS8L2,HNF4A
EPS8L3,HNF4A
ERBB2,HNF4A
ERBB3,HNF4A
ETV4,HNF4A
F10,HNF4A
FABP1,HNF4A
FABP2,HNF4A
FAM115A,HNF4A
FAM158A,HNF4A
FAM65C,HNF4A
FAM83H,HNF4A
FBXO31,HNF4A
FGFR2,HNF4A
FOXA1,HNF4A
FTH1,HNF4A
FUT5,HNF4A
FZD5,HNF4A
G6PC,HNF4A
GDF15,HNF4A
GDI2,HNF4A
GFM2,HNF4A
GIPC2,HNF4A
GMNN,HNF4A
GMPR2,HNF4A
GNG4,HNF4A
GOLPH3L,HNF4A
GPR35,HNF4A
GPR39,HNF4A
GPRC5C,HNF4A
GPT,HNF4A
GTPBP2,HNF4A
HAAO,HNF4A
HADHA,HNF4A
HADHB,HNF4A
HDAC1,HNF4A
HGD,HNF4A
HIST1H2BC,HNF4A
HIST1H3F,HNF4A
HIST1H4H,HNF4A
HNF1A,HNF4A
HNMT,HNF4A
HNRNPR,HNF4A
HP,HNF4A
HPCAL1,HNF4A
HPR,HNF4A
HSPD1,HNF4A
HSPE1,HNF4A
ID1,HNF4A
IFFO1,HNF4A
IFNA17,HNF4A
IGHMBP2,HNF4A
IL1RN,HNF4A
INHBE,HNF4A
IRF2BP2,HNF4A
ITGB1BP1,HNF4A
ITIH3,HNF4A
JUB,HNF4A
KCTD1,HNF4A
KCTD20,HNF4A
KIAA0174,HNF4A
KIAA0664,HNF4A
KIAA0907,HNF4A
KIAA1522,HNF4A
KPNB1,HNF4A
KRT5,HNF4A
LAMA5,HNF4A
LAPTM4A,HNF4A
LBX2,HNF4A
LDLR,HNF4A
LIME1,HNF4A
LIPC,HNF4A
LNP1,HNF4A
LRPPRC,HNF4A
LTB4R2,HNF4A
LTV1,HNF4A
MAN1A1,HNF4A
MAP3K11,HNF4A
MGST2,HNF4A
MIDN,HNF4A
MLH1,HNF4A
MOGAT3,HNF4A
MOV10L1,HNF4A
MRPS28,HNF4A
MSH5,HNF4A
MSRA,HNF4A
MST1,HNF4A
MTF2,HNF4A
MVK,HNF4A
MYC,HNF4A
MYH7,HNF4A
MYO18A,HNF4A
NAALADL1,HNF4A
NACC1,HNF4A
NCAM1,HNF4A
NCKAP1,HNF4A
NCOA2,HNF4A
NDUFA6,HNF4A
NDUFS1,HNF4A
NDUFS6,HNF4A
NEK2,HNF4A
NEU4,HNF4A
NFATC3,HNF4A
NFE2L2,HNF4A
NFKBIA,HNF4A
NLRP1,HNF4A
NOL7,HNF4A
NOSTRIN,HNF4A
NQO2,HNF4A
NR0B2,HNF4A
NR1D1,HNF4A
NR1I2,HNF4A
NR1I3,HNF4A
NSL1,HNF4A
NSMCE1,HNF4A
NUDT3,HNF4A
NUP153,HNF4A
NUP214,HNF4A
NXPH2,HNF4A
OLA1,HNF4A
OPA1,HNF4A
OSBPL10,HNF4A
PABPN1,HNF4A
PAK7,HNF4A
PANK1,HNF4A
PARP12,HNF4A
PCGF5,HNF4A
PCK1,HNF4A
PCK2,HNF4A
PCSK9,HNF4A
PDE5A,HNF4A
PDPK1,HNF4A
PEBP4,HNF4A
PECR,HNF4A
PIM1,HNF4A
PINK1,HNF4A
PKLR,HNF4A
PKP4,HNF4A
PLA2G12B,HNF4A
PLEKHG6,HNF4A
PLG,HNF4A
PLXNB1,HNF4A
POLR2B,HNF4A
POLR2H,HNF4A
POR,HNF4A
PPARA,HNF4A
PROSAPIP1,HNF4A
PRPF40A,HNF4A
PSMB3,HNF4A
PSMD1,HNF4A
PSME1,HNF4A
PUS10,HNF4A
RAB17,HNF4A
RAB37,HNF4A
RBKS,HNF4A
RBM39,HNF4A
RDBP,HNF4A
RECQL5,HNF4A
RNASE2,HNF4A
RNF149,HNF4A
RPL34,HNF4A
RPRD1B,HNF4A
RPS3A,HNF4A
SARDH,HNF4A
SCAP,HNF4A
SDCBP2,HNF4A
SEBOX,HNF4A
SEC23A,HNF4A
SEPP1,HNF4A
SERPINA1,HNF4A
SERPINB1,HNF4A
SERPINC1,HNF4A
SETD8,HNF4A
SFRS2IP,HNF4A
SH3BGRL2,HNF4A
SHBG,HNF4A
SLC13A3,HNF4A
SLC16A3,HNF4A
SLC17A1,HNF4A
SLC22A25,HNF4A
SLC22A6,HNF4A
SLC22A7,HNF4A
SLC22A9,HNF4A
SLC25A25,HNF4A
SLC26A1,HNF4A
SLC26A3,HNF4A
SLC28A1,HNF4A
SLC2A4RG,HNF4A
SLC2A9,HNF4A
SLC38A3,HNF4A
SLC39A5,HNF4A
SLC40A1,HNF4A
SLC45A1,HNF4A
SLC45A4,HNF4A
SLC9A3R1,HNF4A
SLCO2B1,HNF4A
SMAP2,HNF4A
SMPDL3A,HNF4A
SMYD3,HNF4A
SMYD5,HNF4A
SOAT2,HNF4A
SP5,HNF4A
SPAG17,HNF4A
SPATA2,HNF4A
SPATA21,HNF4A
SPPL2A,HNF4A
SRC,HNF4A
SRPK2,HNF4A
SSFA2,HNF4A
ST6GALNAC1,HNF4A
STAG2,HNF4A
STARD7,HNF4A
STAT5A,HNF4A
STAT5B,HNF4A
STK24,HNF4A
STX16,HNF4A
SULT2A1,HNF4A
SYNJ2,HNF4A
TATDN3,HNF4A
TBP,HNF4A
TF,HNF4A
TGIF1,HNF4A
TINAG,HNF4A
TJAP1,HNF4A
TK1,HNF4A
TM4SF5,HNF4A
TMEM135,HNF4A
TMEM169,HNF4A
TMEM37,HNF4A
TMEM48,HNF4A
TP53INP2,HNF4A
TRIM15,HNF4A
TRIM31,HNF4A
TRIM47,HNF4A
TTC13,HNF4A
TTYH3,HNF4A
TXNDC11,HNF4A
UBAP2L,HNF4A
UBR4,HNF4A
UCKL1,HNF4A
UGDH,HNF4A
UGT2B10,HNF4A
UGT2B7,HNF4A
UNC93A,HNF4A
USP37,HNF4A
UTS2R,HNF4A
VAMP5,HNF4A
VIL1,HNF4A
VTN,HNF4A
VWCE,HNF4A
WDR36,HNF4A
XYLB,HNF4A
ZBTB40,HNF4A
ZCCHC14,HNF4A
ZFAND2B,HNF4A
ZFP36,HNF4A
ZFP36L2,HNF4A
ZFP37,HNF4A
ZNF184,HNF4A
ZNF219,HNF4A
ZNF460,HNF4A
ZNF587,HNF4A
ZNF764,HNF4A
ZSWIM3,HNF4A
AKR1C4,HNF4G
PGR,HOXA5
PTN,HOXA5
FGF2,HOXB7
LCT,HOXC11
HOXC10,HOXC9
DPP9,HSF1
HSPA1A,HSF1
HSPA1B,HSF1
HSPA4,HSF1
MAZ,HSF1
PGAM5,HSF1
RELA,HSF1
STIP1,HSF1
UBB,HSF1
ZDHHC5,HSF1
HSPA4,HSF2
NFYB,HSF2
AIF1,IKZF1
ACBD5,IRF1
APOBEC3G,IRF1
APOL1,IRF1
BATF,IRF1
BDNF,IRF1
C1QTNF7,IRF1
C6ORF170,IRF1
CASP7,IRF1
CEACAM1,IRF1
CIITA,IRF1
CNOT4,IRF1
CYBB,IRF1
DDX60,IRF1
DUSP4,IRF1
ECHS1,IRF1
EIF2AK2,IRF1
ERAP2,IRF1
FAM40A,IRF1
GBP1,IRF1
HIST1H4B,IRF1
HLA-G,IRF1
HRASLS2,IRF1
HSPC072,IRF1
IFI6,IRF1
IFIT1,IRF1
IFIT2,IRF1
IFIT3,IRF1
IL10,IRF1
IL18BP,IRF1
IL27,IRF1
IRF2,IRF1
IRF7,IRF1
ISG15,IRF1
MC5R,IRF1
MIR203,IRF1
NR4A3,IRF1
OGFR,IRF1
OGN,IRF1
OPTN,IRF1
PANX1,IRF1
PARP4,IRF1
PCDH18,IRF1
PRSS41,IRF1
PSMB8,IRF1
PSMB9,IRF1
PSME1,IRF1
PYCARD,IRF1
RAB11B,IRF1
RARRES3,IRF1
RFFL,IRF1
RNF31,IRF1
SAMD9,IRF1
SOCS1,IRF1
SOCS2,IRF1
TAP1,IRF1
TAP2,IRF1
TAPBP,IRF1
TMEM140,IRF1
TNS3,IRF1
UBR1,IRF1
ZBP1,IRF1
ZNF518A,IRF1
ABL1,IRF1
ANKRD30BL,IRF1
BCR,IRF1
CCDC116,IRF1
FANK1,IRF1
LOC648691,IRF1
LRRC41,IRF1
MAPK1,IRF1
MED15,IRF1
NUP214,IRF1
PDE4DIP,IRF1
PI4KA,IRF1
PRAME,IRF1
RAB36,IRF1
ROCK1P1,IRF1
RPS12,IRF1
RTDR1,IRF1
SDF2L1,IRF1
SNAP29,IRF1
TOP3B,IRF1
UBE2L3,IRF1
UQCRH,IRF1
YDJC,IRF1
ZC3HAV1,IRF1
ZNF280A,IRF1
ZNF280B,IRF1
ZNF595,IRF1
ZNF718,IRF1
CIITA,IRF2
IL4,IRF2
TAP1,IRF2
IRF7,IRF3
FCER2,IRF4
CYBB,IRF8
ABCB1,JUN
ABCB4,JUN
ABCG1,JUN
ACTA1,JUN
ACTR1B,JUN
ADAM9,JUN
ANXA1,JUN
ANXA2,JUN
AP4S1,JUN
APOH,JUN
APP,JUN
ARHGAP24,JUN
ARIH1,JUN
ASXL1,JUN
ATF3,JUN
ATG5,JUN
ATP5G1,JUN
ATP8B1,JUN
BATF3,JUN
BCL2L13,JUN
BRCA1,JUN
BRD2,JUN
C5ORF27,JUN
C9ORF156,JUN
C9ORF30,JUN
CARD8,JUN
CCK,JUN
CCL2,JUN
CCND1,JUN
CCR7,JUN
CCRN4L,JUN
CD109,JUN
CECR6,JUN
CLIC1,JUN
COL4A2,JUN
COL6A3,JUN
COLEC12,JUN
CREB5,JUN
CREM,JUN
CRKL,JUN
CSF1,JUN
CSF2,JUN
CSPG4,JUN
CSTA,JUN
CTTNBP2NL,JUN
CXCL8,JUN
CYCS,JUN
CYP2J2,JUN
DAB2,JUN
DDIT3,JUN
DDX10,JUN
DDX47,JUN
DEGS1,JUN
DGCR8,JUN
DHX32,JUN
DKK1,JUN
DPYSL3,JUN
DUSP1,JUN
EDN1,JUN
EMP1,JUN
EMP3,JUN
ENC1,JUN
ENSA,JUN
ESM1,JUN
ESYT1,JUN
ESYT2,JUN
ETS1,JUN
ETS2,JUN
EZH2,JUN
EZR,JUN
F3,JUN
FAM65C,JUN
FAM70B,JUN
FANK1,JUN
FAS,JUN
FASLG,JUN
FGF7,JUN
FHL2,JUN
FLJ35776,JUN
FNBP1,JUN
FOS,JUN
FOSL1,JUN
FOXL1,JUN
FYB,JUN
GAS2L3,JUN
GCLC,JUN
GLTSCR2,JUN
GP6,JUN
GSG1,JUN
GSTP1,JUN
HCLS1,JUN
HEY1,JUN
HIST1H2AL,JUN
HIST1H2BJ,JUN
HIST1H4B,JUN
HIST1H4E,JUN
HIST1H4H,JUN
HSD17B2,JUN
HSP90AB1,JUN
HSPA5,JUN
ID1,JUN
IFNB1,JUN
IFNG,JUN
IGF1,JUN
IL1A,JUN
IL2,JUN
IL24,JUN
IL6,JUN
IL7,JUN
IL8,JUN
ITGAX,JUN
ITGBL1,JUN
ITIH2,JUN
ITPRIP,JUN
ITPRIPL2,JUN
JUN,JUN
KATNB1,JUN
KIAA0020,JUN
KLF6,JUN
KRBA1,JUN
LDLR,JUN
LEPR,JUN
LEPROT,JUN
LIPC,JUN
LMNA,JUN
LOX,JUN
LPAR1,JUN
LPP,JUN
LTBP2,JUN
LYPD1,JUN
MAFK,JUN
MALAT1,JUN
MAPK1,JUN
MAPRE2,JUN
MBIP,JUN
MFI2,JUN
MMP1,JUN
MMP12,JUN
MMP13,JUN
MMP2,JUN
MMP3,JUN
MMP9,JUN
MPP4,JUN
MT2A,JUN
MYB,JUN
MYC,JUN
MYL6,JUN
NBPF1,JUN
NEAT1,JUN
NLE1,JUN
NOS3,JUN
NPY,JUN
NQO1,JUN
NR0B2,JUN
NTF3,JUN
NUCB2,JUN
NUP153,JUN
OLA1,JUN
OPTN,JUN
ORMDL3,JUN
PARD6B,JUN
PDE4DIP,JUN
PDGFRB,JUN
PDK1,JUN
PENK,JUN
PFDN1,JUN
PKD1L1,JUN
PLAT,JUN
PLAUR,JUN
PLD1,JUN
PLTP,JUN
PPARA,JUN
PPARD,JUN
PPIL2,JUN
PPP1R15A,JUN
PPP1R15B,JUN
PPP2R5C,JUN
PRAME,JUN
PTGER4,JUN
PTGS2,JUN
PTPRB,JUN
RAB11B,JUN
RAB36,JUN
RANBP1,JUN
RBPJ,JUN
RCAN1,JUN
RHOB,JUN
RNF160,JUN
RNU86,JUN
RPL24,JUN
RPS29,JUN
RTDR1,JUN
RTN4,JUN
RUNX2,JUN
SCARNA27,JUN
SDCBP2,JUN
SDPR,JUN
SEC22B,JUN
SERPINA3,JUN
SERPIND1,JUN
SERPINE1,JUN
SLC25A45,JUN
SLC2A9,JUN
SLC7A11,JUN
SMAD7,JUN
SNORD12,JUN
SOD2,JUN
SPI1,JUN
SPRED2,JUN
SPRR1B,JUN
SSH1,JUN
STK40,JUN
STRN3,JUN
STX12,JUN
SUB1,JUN
TFPI,JUN
TIMP2,JUN
TIPRL,JUN
TLR4,JUN
TM4SF1,JUN
TM4SF18,JUN
TM4SF5,JUN
TMEM114,JUN
TMEM212,JUN
TNC,JUN
TNFAIP3,JUN
TNFRSF10A,JUN
TNFRSF10B,JUN
TNFRSF1A,JUN
TNFRSF1B,JUN
TP53,JUN
TRIB1,JUN
TRIM55,JUN
TXNDC2,JUN
UBC,JUN
UBQLN1,JUN
UBXN11,JUN
UGT2B15,JUN
UNC45B,JUN
VAT1L,JUN
VDR,JUN
VIM,JUN
VPS24,JUN
WEE1,JUN
ZC3H4,JUN
ZNF280D,JUN
ZNF295,JUN
ZNF323,JUN
ZNF593,JUN
ZNF718,JUN
CDKN2A,JUNB
CLU,JUNB
ABCC2,JUND
ACAD9,JUND
ADM,JUND
ADNP2,JUND
AGFG2,JUND
AIM1,JUND
AKR1C1,JUND
ALS2,JUND
ANXA1,JUND
ANXA3,JUND
AP2B1,JUND
APTX,JUND
ARG2,JUND
ARIH1,JUND
ARL14,JUND
ATP5G1,JUND
ATP9B,JUND
ATXN1,JUND
BAT2,JUND
BCL6,JUND
BIRC2,JUND
BLK,JUND
BRD2,JUND
C11ORF86,JUND
C12ORF66,JUND
C13ORF29,JUND
C20ORF111,JUND
C20ORF72,JUND
C9ORF156,JUND
C9ORF3,JUND
CACYBP,JUND
CARD8,JUND
CARS,JUND
CCL20,JUND
CCL5,JUND
CD274,JUND
CD40LG,JUND
CD70,JUND
CIRBP,JUND
CLEC17A,JUND
CLIC1,JUND
CLIP4,JUND
CLTB,JUND
CLU,JUND
CNDP2,JUND
CNTROB,JUND
CSNK1D,JUND
CSTA,JUND
CTTNBP2NL,JUND
CXCR3,JUND
CYCS,JUND
DAGLB,JUND
DDX10,JUND
DEPDC4,JUND
DKFZP686I15217,JUND
DKK1,JUND
DNAJC21,JUND
DOM3Z,JUND
DUSP1,JUND
DYNC1H1,JUND
ECE1,JUND
EGR1,JUND
EIF3B,JUND
EPCAM,JUND
ESYT2,JUND
F3,JUND
FAM177A1,JUND
FAM65C,JUND
FAM70B,JUND
FANK1,JUND
FBXO33,JUND
FLJ35776,JUND
FNBP1,JUND
FOS,JUND
FOSL1,JUND
FOXO3,JUND
FTL,JUND
FZD2,JUND
GADD45A,JUND
GCLC,JUND
GFM2,JUND
GLTSCR2,JUND
GLYCTK,JUND
GNA15,JUND
GPR15,JUND
GPR183,JUND
GPRC5A,JUND
GTF3C1,JUND
HAUS5,JUND
HCLS1,JUND
HES4,JUND
HIST1H2AL,JUND
HIST1H2BK,JUND
HIST1H4B,JUND
HIST1H4E,JUND
HIST1H4H,JUND
HNF4A,JUND
HNRNPA0,JUND
HSP90AB1,JUND
HSPA5,JUND
HTRA1,JUND
ID1,JUND
IFT57,JUND
IL1RN,JUND
IL24,JUND
ING4,JUND
ISLR,JUND
IVL,JUND
JOSD1,JUND
JUND,JUND
KCTD20,JUND
KIAA0020,JUND
KIAA1683,JUND
LAT,JUND
LDLR,JUND
LIPC,JUND
LIPH,JUND
LMNA,JUND
LOC100188947,JUND
LOC152225,JUND
LOC645166,JUND
LOC654342,JUND
LOC84931,JUND
LPAR6,JUND
LRPPRC,JUND
LRRC8A,JUND
MAGOHB,JUND
MALAT1,JUND
MAP2K3,JUND
MAP3K14,JUND
MBIP,JUND
MPV17,JUND
MRGPRF,JUND
MRPL48,JUND
MT2A,JUND
MTMR11,JUND
MXD1,JUND
MYB,JUND
MYC,JUND
MYEOV,JUND
MYL6,JUND
MYO1B,JUND
MYOG,JUND
NBPF1,JUND
NCBP1,JUND
NCRNA00111,JUND
NCRNA00171,JUND
NEAT1,JUND
NQO2,JUND
NR0B2,JUND
NR1D1,JUND
NUDT18,JUND
NUP153,JUND
NUPL2,JUND
ORMDL3,JUND
PAK1,JUND
PARD6B,JUND
PCSK5,JUND
PDE4DIP,JUND
PDGFRB,JUND
PLAT,JUND
PLAUR,JUND
PLD1,JUND
PMAIP1,JUND
PMF1,JUND
PPFIA4,JUND
PPL,JUND
PPM1A,JUND
PPP1R15B,JUND
PRC1,JUND
PRDX2,JUND
PRMT1,JUND
PTGER4,JUND
PTGES,JUND
PTOV1,JUND
PTP4A1,JUND
PTP4A2,JUND
PTPRB,JUND
RAB11B,JUND
RBM42,JUND
RCAN1,JUND
RDH13,JUND
RHOB,JUND
RNF44,JUND
RPL24,JUND
RPS29,JUND
RUNX2,JUND
SERPINB2,JUND
SFRP1,JUND
SHC4,JUND
SMARCD2,JUND
SNORD114-20,JUND
SNORD83B,JUND
SPATA2L,JUND
SPHK1,JUND
SPRED2,JUND
STAP1,JUND
STAT5B,JUND
STX12,JUND
TEAD1,JUND
TESC,JUND
TGFBR2,JUND
THADA,JUND
THOC6,JUND
TINAGL1,JUND
TIPRL,JUND
TM4SF1,JUND
TM4SF5,JUND
TMEM114,JUND
TMEM39A,JUND
TNFRSF12A,JUND
TPM4,JUND
TRAPPC2P1,JUND
TRIM55,JUND
UBASH3A,JUND
UBC,JUND
UBE2H,JUND
UBQLN1,JUND
UMPS,JUND
USP3,JUND
VAT1L,JUND
VIM,JUND
VPS24,JUND
WEE1,JUND
YAP1,JUND
